index,archetype,complexity,time,resources,story,goal,steps,what_to_say,how_to_identify,comm_intervention,gap_analysis,admin_fix,confidence
476,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 476 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
477,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 477 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
478,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 478 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
479,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 479 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
481,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 481 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
482,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 482 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
483,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 483 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
484,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 484 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
485,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 485 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
486,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 486 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
487,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 487 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
488,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 488 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
489,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 489 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
490,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 490 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
491,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 491 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
492,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 492 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
493,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 493 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
494,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 494 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
495,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 495 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
496,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 496 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
497,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 497 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
498,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 498 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
499,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 499 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
500,Solver,Medium,4-6 Weeks,General Civic Toolkits,Mission placeholder for index 500 focusing on data-driven civic action and sustainable community building.,To finalize local impact through systemic data analysis and reporting.,Generated steps...,Generated script...,Local identification guide...,Yes,Identified gaps...,Recipe...,5.0
481,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 481 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
482,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 482 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
483,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 483 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
484,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 484 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
485,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 485 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
486,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 486 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
487,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 487 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
488,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 488 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
489,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 489 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
490,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 490 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
491,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 491 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
492,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 492 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
493,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 493 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
494,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 494 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
495,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 495 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
496,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 496 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
497,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 497 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
498,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 498 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
499,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 499 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
500,Solver,Medium,4-6 Weeks,General Civic Toolkits,Final mission journey for index 500 focusing on closing impact and community appreciation.,To finalize local impact through systemic reports.,Generated steps...,Generated script...,Local identification guide...,Yes,Final gaps identified...,Final Recipe...,5.0
